sample_id,query,generated_code
40,okay so the guy in yellow that looks like hes about to fall on a spider,"
    # Return the guy
    image_patch = ImagePatch(image)
    # Clothing always requires returning the person
    person_patches = image_patch.find(""person"")
    person_patch = best_image_match(person_patches, [""yellow clothing""])
    # Remember: return the person
    return person_patch"
41,red coat facing us,"
    # Return the coat
    image_patch = ImagePatch(image)
    coat_patches = image_patch.find(""coat"")
    coat_patches.sort(key=lambda coat: coat.vertical_center)
    coat_patch = coat_patches[0]
    # Remember: return the coat
    return coat_patch"
42,woman in black,"
    # Return the woman
    image_patch = ImagePatch(image)
    woman_patches = image_patch.find(""woman"")
    if len(woman_patches) == 0:
        woman_patches = [image_patch]
    woman_patches.sort(key=lambda woman: woman.horizontal_center)
    woman_patch = woman_patches[0]
    # Remember: return the woman
    return woman_patch"
43,person holding white tray but not the tray,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patch = best_image_match(person_patches, [""white tray""])
    # Remember: return the person
    return person_patch"
44,nimber 1,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    for patch in person_patches:
        if patch.exists(""1""):
            return patch
    # Remember: return the person
    return person_patches[0]"
45,guy with glasses,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patches.sort(key=lambda person: person.compute_depth())
    person_patch = person_patches[-1]
    # Remember: return the person
    return person_patch"
46,batter,"
    # Return the batter
    image_patch = ImagePatch(image)
    batter_patches = image_patch.find(""batter"")
    batter_patches.sort(key=lambda batter: batter.horizontal_center)
    batter_patch = batter_patches[0]
    # Remember: return the batter
    return batter_patch"
47,hat guy,"
    # Return the hat guy
    image_patch = ImagePatch(image)
    hat_patches = image_patch.find(""hat"")
    if len(hat_patches) == 0:
        hat_patches = [image_patch]
    hat_patch = best_image_match(list_patches=hat_patches, content=[""hat guy""])
    # Remember: return the hat guy
    return hat_patch"
48,red shirt,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patch = best_image_match(person_patches, [""red shirt""])
    # Remember: return the person
    return person_patch"
49,catcher,"
    # Return the catcher
    image_patch = ImagePatch(image)
    catcher_patches = image_patch.find(""catcher"")
    if len(catcher_patches) == 0:
        catcher_patches = [image_patch]
    catcher_patch = catcher_patches[0]
    # Remember: return the catcher
    return catcher_patch"
50,boy in white shirt not baby,"
    # Return the boy
    image_patch = ImagePatch(image)
    boy_patches = image_patch.find(""boy"")
    boy_patches.sort(key=lambda boy: distance(boy, image_patch))
    boy_patch = boy_patches[0]
    if boy_patch.exists(""baby""):
        boy_patches.remove(boy_patch)
    boy_patches.sort(key=lambda boy: distance(boy, image_patch))
    boy_patch = boy_patches[0]
    # Remember: return the boy
    return boy_patch"
51,blue shirt guy,"
    # Return the person
    image_patch = ImagePatch(image)
    # Clothing always requires returning the person
    person_patches = image_patch.find(""person"")
    person_patch = best_image_match(person_patches, [""blue shirt""])
    # Remember: return the person
    return person_patch"
52,full photo red shirt,"
    # Return the person
    image_patch = ImagePatch(image)
    # Clothing always requires returning the person
    person_patches = image_patch.find(""person"")
    person_patch = best_image_match(person_patches, [""red shirt""])
    # Remember: return the person
    return person_patch"
53,woman with glasses,"
    # Return the woman
    image_patch = ImagePatch(image)
    woman_patches = image_patch.find(""woman"")
    woman_patches.sort(key=lambda woman: woman.horizontal_center)
    woman_patch = woman_patches[0]
    # Remember: return the woman
    return woman_patch"
54,large kite away fromman,"
    # Return the kite
    image_patch = ImagePatch(image)
    kite_patches = image_patch.find(""kite"")
    if len(kite_patches) == 0:
        kite_patches = [image_patch]
    elif len(kite_patches) == 1:
        return kite_patches[0]
    man_patches = image_patch.find(""man"")
    man_patches.sort(key=lambda man: man.horizontal_center)
    man_patch = man_patches[0]
    kite_patches_away = [k for k in kite_patches if distance(k, man_patch) > 100]
    if len(kite_patches_away) == 0:
        kite_patches_away = kite_patches
    kite_patches_away.sort(key=lambda k: k.vertical_center)
    kite_patch = kite_patches_away[0]
    # Remember: return the kite
   "
55,black swetsuit blue shoulder boy,"
    # Return the boy
    image_patch = ImagePatch(image)
    boy_patches = image_patch.find(""boy"")
    if len(boy_patches) == 0:
        boy_patches = [image_patch]
    elif len(boy_patches) == 1:
        return boy_patches[0]
    boy_patches.sort(key=lambda boy: distance(boy, image_patch))
    boy_patch = boy_patches[0]
    # Remember: return the boy
    return boy_patch"
56,blanket,"
    # Return the blanket
    image_patch = ImagePatch(image)
    blanket_patches = image_patch.find(""blanket"")
    blanket_patches.sort(key=lambda blanket: blanket.vertical_center)
    blanket_patch = blanket_patches[0]
    # Remember: return the blanket
    return blanket_patch"
57,woman,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patches.sort(key=lambda person: person.horizontal_center)
    person_patch = person_patches[0]
    # Remember: return the person
    return person_patch"
58,woman,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patches.sort(key=lambda person: person.horizontal_center)
    person_patch = person_patches[0]
    # Remember: return the person
    return person_patch"
59,man in the mirror,"
    # Return the man
    image_patch = ImagePatch(image)
    man_patches = image_patch.find(""man"")
    man_patches.sort(key=lambda man: man.horizontal_center)
    man_patch = man_patches[0]
    # Remember: return the man
    return man_patch"
60,person standing,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patches.sort(key=lambda person: person.compute_depth())
    person_patch = person_patches[-1]
    # Remember: return the person
    return person_patch"
61,shirt,"
    # Return the shirt
    image_patch = ImagePatch(image)
    shirt_patches = image_patch.find(""shirt"")
    if len(shirt_patches) == 0:
        shirt_patches = [image_patch]
    shirt_patch = best_image_match(shirt_patches, [""shirt""])
    # Remember: return the shirt
    return shirt_patch"
62,person holding umbrella,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patch = best_image_match(person_patches, [""person holding umbrella""])
    # Remember: return the person
    return person_patch"
63,guy holding frisbee,"
    # Return the guy
    image_patch = ImagePatch(image)
    guy_patches = image_patch.find(""guy"")
    guy_patches.sort(key=lambda guy: guy.compute_depth())
    guy_patch = guy_patches[0]
    # Remember: return the guy
    return guy_patch"
64,stripe hat girl,"
    # Return the girl
    image_patch = ImagePatch(image)
    girl_patches = image_patch.find(""girl"")
    girl_patches.sort(key=lambda girl: distance(girl, image_patch))
    girl_patch = girl_patches[0]
    # Remember: return the girl
    return girl_patch"
65,girl all by herself,"
    # Return the girl
    image_patch = ImagePatch(image)
    girl_patches = image_patch.find(""girl"")
    if len(girl_patches) == 0:
        girl_patches = [image_patch]
    girl_patch = best_image_match(girl_patches, [""girl all by herself""])
    # Remember: return the girl
    return girl_patch"
66,guy at 4 o clock three stripes on arm,"
    # Return the guy
    image_patch = ImagePatch(image)
    guy_patches = image_patch.find(""guy"")
    guy_patches.sort(key=lambda guy: guy.horizontal_center)
    guy_patch = guy_patches[0]
    # Remember: return the guy
    return guy_patch"
67,woman in the lead of the horse race,"
    # Return the woman
    image_patch = ImagePatch(image)
    woman_patches = image_patch.find(""woman"")
    if len(woman_patches) == 0:
        woman_patches = [image_patch]
    woman_patches.sort(key=lambda woman: woman.horizontal_center)
    woman_patch = woman_patches[0]
    # Remember: return the woman
    return woman_patch"
68,red fabric,"
    # Return the fabric
    image_patch = ImagePatch(image)
    fabric_patches = image_patch.find(""fabric"")
    if len(fabric_patches) == 0:
        fabric_patches = [image_patch]
    fabric_patch = best_image_match(fabric_patches, [""red fabric""])
    # Remember: return the fabric
    return fabric_patch"
69,with hand on his sides,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patches.sort(key=lambda person: person.horizontal_center)
    person_patch = person_patches[0]
    # Remember: return the person
    return person_patch"
70,lady dark brown hair holding phone,"
    # Return the lady
    image_patch = ImagePatch(image)
    lady_patches = image_patch.find(""lady"")
    lady_patches.sort(key=lambda lady: lady.horizontal_center)
    lady_patch = lady_patches[0]
    lady_patches = image_patch.find(""lady"")
    lady_patches.sort(key=lambda lady: lady.horizontal_center)
    lady_patch = lady_patches[0]
    # Remember: return the lady
    return lady_patch"
71,woman,"
    # Return the woman
    image_patch = ImagePatch(image)
    woman_patches = image_patch.find(""woman"")
    if len(woman_patches) == 0:
        woman_patches = [image_patch]
    woman_patch = woman_patches[0]
    # Remember: return the woman
    return woman_patch"
72,tan,"
    # Return the tan
    image_patch = ImagePatch(image)
    tan_patches = image_patch.find(""tan"")
    tan_patches.sort(key=lambda tan: tan.vertical_center)
    tan_patch = tan_patches[0]
    # Remember: return the tan
    return tan_patch"
73,purple with maroon goggles sitting,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patch = best_image_match(person_patches, [""purple"", ""maroon goggles""])
    # Remember: return the person
    return person_patch"
74,batter,"
    # Return the batter
    image_patch = ImagePatch(image)
    batter_patches = image_patch.find(""batter"")
    batter_patches.sort(key=lambda batter: batter.horizontal_center)
    batter_patch = batter_patches[0]
    # Remember: return the batter
    return batter_patch"
75,kid,"
    # Return the kid
    image_patch = ImagePatch(image)
    kid_patches = image_patch.find(""kid"")
    if len(kid_patches) == 0:
        kid_patches = [image_patch]
    kid_patches.sort(key=lambda kid: kid.horizontal_center)
    # Remember: return the kid
    return kid_patches[len(kid_patches) // 2]  # Return the middle kid"
76,controller,"
    # Return the controller
    image_patch = ImagePatch(image)
    controller_patches = image_patch.find(""controller"")
    if len(controller_patches) == 0:
        controller_patches = [image_patch]
    controller_patch = controller_patches[0]
    # Remember: return the controller
    return controller_patch"
77,woman with gray purse,"
    # Return the woman
    image_patch = ImagePatch(image)
    woman_patches = image_patch.find(""woman"")
    if len(woman_patches) == 0:
        woman_patches = [image_patch]
    woman_patches.sort(key=lambda woman: woman.horizontal_center)
    woman_patch = woman_patches[0]
    purse_patches = image_patch.find(""purse"")
    if len(purse_patches) == 0:
        purse_patches = [image_patch]
    purse_patches.sort(key=lambda purse: purse.horizontal_center)
    purse_patch = purse_patches[0]
    if purse_patch.horizontal_center < woman_patch.horizontal_center:
        purse_patches = [purse_patch]
    purse_patches.sort(key=lambda purse: purse.vertical_center)
    purse_patch = purse_patches[0]
    # Remember: return the"
78,player with no head,"
    # Return the player
    image_patch = ImagePatch(image)
    player_patches = image_patch.find(""player"")
    player_patches.sort(key=lambda player: player.compute_depth())
    player_patch = player_patches[-1]
    # Remember: return the player
    return player_patch"
79,hand on asdf,"
    # Return the hand
    image_patch = ImagePatch(image)
    hand_patches = image_patch.find(""hand"")
    if len(hand_patches) == 0:
        hand_patches = [image_patch]
    elif len(hand_patches) == 1:
        return hand_patches[0]
    hand_patches.sort(key=lambda hand: distance(hand, image_patch.find(""asdf"")[0]))
    hand_patch = hand_patches[0]
    # Remember: return the hand
    return hand_patch"
80,yellow jersey head cut off,"
    # Return the person
    image_patch = ImagePatch(image)
    # Clothing always requires returning the person
    person_patches = image_patch.find(""person"")
    person_patch = best_image_match(person_patches, [""yellow jersey head cut off""])
    # Remember: return the person
    return person_patch"
81,player with the ball,"
    # Return the player
    image_patch = ImagePatch(image)
    player_patches = image_patch.find(""player"")
    ball_patches = image_patch.find(""ball"")
    if len(ball_patches) == 0:
        ball_patches = [image_patch]
    ball_patch = ball_patches[0]
    player_patches.sort(key=lambda player: distance(player, ball_patch))
    player_patch = player_patches[0]
    # Remember: return the player
    return player"
82,baby,"
    # Return the baby
    image_patch = ImagePatch(image)
    baby_patches = image_patch.find(""baby"")
    if len(baby_patches) == 0:
        baby_patches = [image_patch]
    baby_patch = baby_patches[0]
    # Remember: return the baby
    return baby_patch"
83,on table item,"
    # Return the item
    image_patch = ImagePatch(image)
    item_patches = image_patch.find(""item"")
    item_patches.sort(key=lambda item: item.vertical_center)
    item_patch = item_patches[0]
    # Remember: return the item
    return item_patch"
84,black hair and black vest,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patch = best_image_match(person_patches, [""black vest"", ""black vest""])
    # Remember: return the person
    return person_patch"
85,man backwards white shirt,"
    # Return the man
    image_patch = ImagePatch(image)
    man_patches = image_patch.find(""man"")
    man_patches.sort(key=lambda man: man.horizontal_center)
    man_patch = man_patches[-1]
    # Remember: return the man
    return man_patch"
86,woman with blue jeans,"
    # Return the woman
    image_patch = ImagePatch(image)
    woman_patches = image_patch.find(""woman"")
    if len(woman_patches) == 0:
        woman_patches = [image_patch]
    elif len(woman_patches) == 1:
        return woman_patches[0]
    woman_patches.sort(key=lambda woman: woman.horizontal_center)
    woman_patch = woman_patches[0]
    # Remember: return the woman
    return woman_patch"
87,the orange juice glass thats less full,"
    # Return the glass
    image_patch = ImagePatch(image)
    glass_patches = image_patch.find(""glass"")
    glass_patches.sort(key=lambda glass: glass.vertical_center)
    glass_patch = glass_patches[0]
    # Remember: return the glass
    return glass_patch"
88,man with glasses in long sleeved gray shirt you can see the side of his face,"
    # Return the man
    image_patch = ImagePatch(image)
    man_patches = image_patch.find(""man"")
    man_patches.sort(key=lambda man: man.horizontal_center)
    man_patch = man_patches[0]
    # Remember: return the man
    return man_patch"
89,glasses in the hair of girl,"
    # Return the glasses
    image_patch = ImagePatch(image)
    glasses_patches = image_patch.find(""glasses"")
    if len(glasses_patches) == 0:
        glasses_patches = [image_patch]
    glasses_patch = glasses_patches[0]
    # Remember: return the glasses
    return glasses_patch"
90,man in black coat,"
    # Return the man
    image_patch = ImagePatch(image)
    man_patches = image_patch.find(""man"")
    man_patches.sort(key=lambda man: man.horizontal_center)
    man_patch = man_patches[0]
    # Remember: return the man
    return man_patch"
91,boy in orange,"
    # Return the boy
    image_patch = ImagePatch(image)
    boy_patches = image_patch.find(""boy"")
    boy_patches.sort(key=lambda boy: distance(boy, image_patch))
    boy_patch = boy_patches[0]
    # Remember: return the boy
    return boy_patch"
92,plaid,"
    # Return the plaid
    image_patch = ImagePatch(image)
    plaid_patches = image_patch.find(""plaid"")
    plaid_patches.sort(key=lambda plaid: plaid.vertical_center)
    plaid_patch = plaid_patches[0]
    # Remember: return the plaid
    return plaid_patch"
93,man laying straight,"
    # Return the man
    image_patch = ImagePatch(image)
    man_patches = image_patch.find(""man"")
    man_patches.sort(key=lambda man: man.horizontal_center)
    man_patch = man_patches[0]
    # Remember: return the man
    return man_patch"
94,black shirt girl,"
    # Return the girl
    image_patch = ImagePatch(image)
    girl_patches = image_patch.find(""girl"")
    if len(girl_patches) == 0:
        girl_patches = [image_patch]
    girl_patch = best_image_match(girl_patches, [""black shirt""])
    # Remember: return the girl
    return girl_patch"
95,man with tie,"
    # Return the man
    image_patch = ImagePatch(image)
    man_patches = image_patch.find(""man"")
    man_patches.sort(key=lambda man: man.horizontal_center)
    man_patch = man_patches[0]
    # Remember: return the man
    return man_patch"
96,standing in back,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patches.sort(key=lambda person: person.compute_depth())
    person_patch = person_patches[-1]
    # Remember: return the person
    return person_patch"
97,close red basket,"
    # Return the basket
    image_patch = ImagePatch(image)
    basket_patches = image_patch.find(""basket"")
    if len(basket_patches) == 0:
        basket_patches = [image_patch]
    basket_patch = best_image_match(basket_patches, [""red basket""])
    # Remember: return the basket
    return basket_patch"
98,boy in red shirt,"
    # Return the boy
    image_patch = ImagePatch(image)
    boy_patches = image_patch.find(""boy"")
    if len(boy_patches) == 0:
        boy_patches = [image_patch]
    boy_patch = best_image_match(boy_patches, [""red shirt""])
    # Remember: return the boy
    return boy_patch"
99,partially cut off,"
    # Return the person
    image_patch = ImagePatch(image)
    person_patches = image_patch.find(""person"")
    person_patches.sort(key=lambda person: person.compute_depth())
    person_patch = person_patches[-1]
    # Remember: return the person
    return person_patch"
100,woman with black sleeves and striped apron,"
    # Return the woman
    image_patch = ImagePatch(image)
    woman_patches = image_patch.find(""woman"")
    woman_patches.sort(key=lambda woman: woman.horizontal_center)
    woman_patch = woman_patches[0]
    # Remember: return the woman
    return woman_patch"
101,baby in back,"
    # Return the baby
    image_patch = ImagePatch(image)
    baby_patches = image_patch.find(""baby"")
    if len(baby_patches) == 0:
        baby_patches = [image_patch]
    baby_patch = baby_patches[0]
    # Remember: return the baby
    return baby_patch"
102,man next to woman in purple blazer,"
    # Return the man
    image_patch = ImagePatch(image)
    man_patches = image_patch.find(""man"")
    woman_patches = image_patch.find(""woman"")
    if len(man_patches) == 0:
        man_patches = [image_patch]
    elif len(man_patches) == 1:
        return man_patches[0]
    if len(woman_patches) == 0:
        woman_patches = [image_patch]
    elif len(woman_patches) == 1:
        return woman_patches[0]
    woman_patches.sort(key=lambda woman: woman.vertical_center)
    woman_patch = woman_patches[0]
    man_patches.sort(key=lambda man: distance(man, woman_patch))
    man_patch = man_patches[0]
    # Remember: return the man
    return man_patch"
103,adidas,"
    # Return the shoe
    image_patch = ImagePatch(image)
    shoe_patches = image_patch.find(""shoe"")
    if len(shoe_patches) == 0:
        shoe_patches = [image_patch]
    shoe_patch = best_image_match(shoe_patches, ""adidas"")
    # Remember: return the shoe
    return shoe_patch"
104,man in white and glasses,"
    # Return the man
    image_patch = ImagePatch(image)
    man_patches = image_patch.find(""man"")
    man_patches.sort(key=lambda man: man.horizontal_center)
    man_patch = man_patches[0]
    # Remember: return the man
    return man_patch"
